

Trajectories
100
,,PETT:table1,,,PETT:table2,,,PETT:balle1,,,PETT:dos1,,,PETT:dos2,,,PETT:torse2,,,PETT:cou2,,,PETT:epaule G2,,,PETT:bras G2,,,PETT:coude G2,,,PETT:epaule D2,,,PETT:bras D2,,,PETT:coude D2,,,PETT:av bras D2,,,PETT:av bras D3,,,PETT:main D3,,,PETT:raquette2,,,PETT:raquette3,,,PETT:raquette4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1355,0,-1347.11,891.034,-7.77171,-1380.45,-609.953,5.84644,71.0249,-204.454,110.154,-2107.27,636.381,241.395,-1888.76,512.742,187.335,-1863.61,511.19,621.939,-2004.89,566.756,718.388,-1857.46,691.244,675.664,-1799.14,838.842,393.761,-1749.11,819.459,336.127,-2025.93,398.078,678.499,-2083.91,286.371,353.366,-2024.49,258.503,300.765,-1833.96,186.008,284.158,-1809.27,240.69,349.324,-1786.21,170.114,331.293,-1631.43,134.469,353.775,-1628.8,187.444,473.778,-1720.04,250.309,440.574
1356,0,-1347.6,891.406,-7.61618,-1380.44,-609.947,5.83746,23.4027,-192.575,136.934,-2105.65,638.919,238.073,-1880.93,511.148,185.904,-1861.18,512.031,618.586,-2002.63,568.406,715.572,-1854.28,689.798,673.757,-1787.8,837.034,394.019,-1736.72,816.226,337.404,-2026.31,399.475,675.333,-2086.59,290.625,349.567,-2028.39,261.503,297.275,-1839.25,184.864,280.393,-1812.88,240.546,343.993,-1791.67,169.192,327.698,-1643.87,132.467,349.404,-1633.26,187.071,468.838,-1722.85,251.183,434.07
1357,0,-1347.58,891.317,-7.70172,-1380.42,-609.962,5.82592,-23.4199,-181.452,164.478,-2103.91,641.428,234.807,-1872.42,509.488,184.47,-1861.6,509.938,616.314,-2000.31,570.133,712.784,-1851.17,688.505,671.73,-1776.52,835.07,394.626,-1724.24,813.124,339.212,-2026.59,400.958,672.324,-2089.69,294.504,346.335,-2032.42,264.374,293.939,-1844.92,183.948,276.794,-1816.96,240.381,339.166,-1797.57,168.272,324.412,-1644.42,127.355,346.399,-1637.03,186.091,463.115,-1725.68,251.477,427.672
1358,0,-1347.62,891.337,-7.69088,-1380.42,-609.959,5.83039,-69.3526,-171.012,192.227,-2102.02,643.922,231.665,-1863.78,508,182.987,-1859.39,511.193,613.223,-1997.93,571.941,710.055,-1848.08,687.489,669.987,-1765.37,833.246,395.574,-1712.08,810.214,341.462,-2026.83,402.741,669.329,-2092.83,298.347,343.493,-2035.88,267.481,290.455,-1850.84,183.353,273.619,-1820.92,240.389,334.585,-1802.68,167.819,320.51,-1655.91,124.151,340.351,-1639.65,184.885,456.514,-1727.22,251.468,421.059
1359,0,-1347.61,891.352,-7.69067,-1380.46,-609.976,5.84962,-114.328,-161.153,219.558,-2099.96,646.422,228.71,-1855.48,506.873,181.427,-1859.3,509.628,611.048,-1995.48,573.833,707.419,-1844.89,686.633,668.468,-1751.4,829.122,395.883,-1699.79,807.39,344.144,-2027.08,404.731,666.58,-2095.54,302.217,340.71,-2039.51,270.491,287.414,-1855.84,183.432,269.58,-1824.09,240.408,329.543,-1807.87,167.443,316.645,-1661.93,120.798,334.697,-1642.48,182.618,450.036,-1728.49,250.899,414.677
1360,0,-1347.65,891.33,-7.69098,-1380.42,-609.972,5.83162,-158.304,-151.738,245.772,-2097.68,648.957,225.997,-1847.87,506.247,179.773,-1856.99,511.325,608.051,-1992.96,575.812,704.906,-1841.56,685.923,666.803,-1740.36,827.905,397.479,-1687.24,804.557,346.904,-2026.53,407.153,663.364,-2098.23,305.888,338.137,-2042.93,273.446,284.49,-1860.84,183.82,265.724,-1827.65,240.582,325.184,-1812.37,167.357,312.2,-1667.23,117.654,328.778,-1644.26,179.979,442.957,-1729.88,249.795,408.578
1361,0,-1347.64,891.346,-7.68144,-1380.41,-609.955,5.81553,-201.264,-142.598,270.101,-2095.16,651.564,223.567,-1841.18,506.222,178.022,-1855.88,511.436,605.537,-1990.34,577.885,702.544,-1838.15,685.437,665.292,-1729.32,826.86,399.201,-1675.42,802.473,350.088,-2026.6,409.526,660.72,-2100.55,309.615,335.62,-2046.01,276.474,281.535,-1865.37,184.686,261.437,-1830.77,240.938,320.613,-1816.96,167.519,307.821,-1672.97,114.467,322.865,-1647.26,176.425,436.427,-1731.38,248.411,402.907
1362,0,-1347.64,891.372,-7.68106,-1380.46,-609.964,5.83621,-243.222,-133.524,291.697,-2092.37,654.289,221.451,-1835.56,506.859,176.179,-1854.24,512.138,602.941,-1987.63,580.059,700.359,-1834.57,685.075,663.802,-1718.37,825.979,401.097,-1663.57,800.632,353.268,-2026.07,412.466,657.741,-2102.44,313.522,332.828,-2048.73,279.808,278.539,-1869.71,185.889,257.071,-1833.55,241.495,315.908,-1821.1,168.099,302.851,-1678.81,112.564,316.808,-1650.34,173.183,430.259,-1732.81,247.209,397.322
1363,0,-1347.67,891.354,-7.67979,-1380.44,-609.974,5.81534,-284.223,-124.272,309.636,-2089.29,657.186,219.66,-1831.09,508.184,174.261,-1853.13,512.232,600.638,-1984.81,582.341,698.372,-1830.61,684.799,662.481,-1707.84,825.387,403.241,-1652.52,799.379,356.822,-2025.61,415.423,655.01,-2104.17,317.579,330.277,-2051.01,283.569,275.314,-1873.56,187.509,252.206,-1836.39,242.241,311.234,-1825.56,168.627,297.802,-1684.21,108.955,311.306,-1654.51,169.527,424.818,-1735.58,245.413,392.475
1364,0,-1347.7,891.386,-7.65148,-1380.8,-609.755,5.92341,-324.343,-114.554,322.911,-2085.89,660.319,218.187,-1827.77,510.196,172.29,-1851.23,513.8,598.154,-1981.87,584.74,696.6,-1826.35,684.635,661.388,-1697.51,825.312,405.592,-1641.37,798.234,360.367,-2024.93,418.752,652.224,-2105.35,322.012,327.622,-2053.01,287.658,272.29,-1877.13,189.495,246.888,-1838.17,243.178,305.741,-1829.84,169.571,292.338,-1690.4,106.504,306.004,-1658.95,165.738,419.54,-1738.07,243.744,387.251
1365,0,-1347.71,891.396,-7.66195,-1380.55,-609.898,5.85091,-363.66,-104.269,331.375,-2082.17,663.764,217.005,-1825.51,512.864,170.295,-1849.36,514.561,595.858,-1978.79,587.267,695.058,-1821.98,684.634,660.448,-1687.31,825.508,408.175,-1630.82,797.821,364.144,-2024.44,422.289,649.738,-2106.28,326.879,325.05,-2054.77,292.127,269.305,-1880.61,191.838,241.197,-1840.59,244.277,300.628,-1833.86,170.799,286.359,-1696.3,104.429,300.104,-1664.17,161.715,414.444,-1741.26,241.8,382.469
1366,0,-1347.73,891.413,-7.66059,-1380.54,-609.884,5.86379,-402.241,-93.4191,335.334,-2078.11,667.538,216.055,-1824.21,516.139,168.308,-1847.26,515.825,593.807,-1975.57,589.933,693.753,-1817.24,684.339,659.781,-1677.5,826.176,411.159,-1620.29,797.839,367.921,-2023.55,426.124,647.34,-2106.91,332.2,322.644,-2056.52,297.131,266.449,-1884.26,194.557,235.427,-1843.09,245.288,295.418,-1838.98,171.909,280.615,-1703.01,102.045,293.986,-1669.92,157.746,408.796,-1744.34,239.991,377.1
1367,0,-1347.74,891.427,-7.66774,-1380.55,-609.892,5.86601,-440.149,-82.0215,335.165,-2073.71,671.667,215.296,-1823.7,519.951,166.367,-1845.51,516.657,592.216,-1972.18,592.751,692.686,-1812.36,684.213,659.293,-1667.77,827.186,414.551,-1609.76,798.175,372.057,-2022.74,430.272,645.234,-2107.37,338.208,320.372,-2058.07,302.751,263.513,-1888.03,197.719,229.302,-1845.25,246.862,289.499,-1843.88,173.738,274.405,-1710.35,99.6769,287.112,-1675.61,153.291,402.341,-1747.54,238.035,371.26
1368,0,-1347.76,891.435,-7.66147,-1380.57,-609.888,5.87523,-477.442,-70.1044,331.288,-2068.95,676.159,214.692,-1823.79,524.221,164.509,-1842.89,517.914,590.816,-1968.61,595.735,691.854,-1807.34,684.27,659.123,-1658.29,828.965,418.198,-1599.94,799.335,376.483,-2021.77,434.693,643.45,-2107.94,344.969,318.393,-2059.82,309.035,260.626,-1892.74,201.182,223.128,-1848.04,248.428,283.528,-1849.24,175.755,267.576,-1718.39,97.135,279.246,-1681.57,148.634,394.793,-1748,235.865,363.415
1369,0,-1347.75,891.453,-7.6539,-1380.52,-609.91,5.86026,-514.173,-57.7056,324.162,-2063.83,681.014,214.216,-1824.26,528.855,162.772,-1840.3,519.461,589.839,-1964.84,598.901,691.243,-1802.17,684.646,659.023,-1648.42,830.77,421.792,-1590.5,801.13,380.79,-2021.17,439.331,642.417,-2108.37,352.749,316.59,-2061.71,316.074,257.727,-1897.92,205.054,216.417,-1851.3,249.941,277.132,-1855.36,177.81,260.131,-1727.23,94.7748,269.994,-1687.59,143.604,385.64,-1753.17,233.85,356.712
1370,0,-1347.76,891.435,-7.6459,-1380.51,-609.902,5.8554,-550.387,-44.8716,314.272,-2058.31,686.227,213.849,-1824.88,533.76,161.192,-1838.57,520.159,589.35,-1960.86,602.266,690.836,-1796.77,685.196,659.171,-1639.45,833.847,426.151,-1580.45,803.549,385.323,-2019.6,444.36,641.074,-2108.91,361.567,315.038,-2063.85,323.935,254.827,-1904.26,209.398,209.389,-1855.34,251.643,270.39,-1862.38,179.986,252.181,-1737.19,92.4662,259.48,-1694.32,138.273,375.132,-1757,230.907,348.501
1371,0,-1347.78,891.42,-7.65899,-1380.52,-609.906,5.85781,-586.13,-31.6561,302.129,-2052.39,691.785,213.581,-1825.42,538.836,159.802,-1834.75,522.89,588.695,-1956.65,605.848,690.603,-1791.1,686.061,659.521,-1629.46,835.851,430.701,-1570.69,805.976,389.988,-2018.78,449.34,640.519,-2109.32,371.231,313.608,-2066.26,332.673,251.946,-1911.47,214.522,202.01,-1860.65,253.47,263.561,-1870.12,182.716,243.378,-1748.51,90.4615,247.229,-1703.05,131.635,363.825,-1762.07,227.605,339.668
1372,0,-1347.77,891.442,-7.62861,-1380.52,-609.917,5.8742,-621.437,-18.1187,288.255,-2046.04,697.672,213.406,-1825.65,543.99,158.631,-1831.57,525.054,588.268,-1951.94,609.844,690.163,-1785.21,687.074,660.077,-1619.23,838.607,434.938,-1561.27,808.643,394.802,-2016.75,455.116,639.529,-2109.65,381.676,312.36,-2068.99,342.334,249.118,-1919.31,220.522,193.573,-1865.96,255.691,255.464,-1879.11,186.057,233.774,-1761.59,88.6187,233.879,-1713.67,124.448,351.409,-1767.96,223.595,330.033
1373,0,-1347.79,891.452,-7.63081,-1380.5,-609.925,5.85778,-656.343,-4.32419,273.179,-2039.26,703.867,213.325,-1825.36,549.136,157.703,-1829.43,526.211,588.589,-1947.9,613.426,691.01,-1779.05,688.191,660.762,-1611.23,842.853,439.657,-1551.76,812.15,399.142,-2014.88,461.056,638.884,-2109.93,392.636,311.272,-2072.01,352.95,246.386,-1927.92,227.773,184.639,-1872.78,258.223,247.366,-1889.36,190.2,223.198,-1776.71,87.7323,219.389,-1726.16,117.079,337.217,-1776.7,219.458,320.511
1374,0,-1347.77,891.428,-7.66413,-1380.48,-609.932,5.82763,-690.877,9.65922,257.43,-2032.03,710.345,213.34,-1824.37,554.196,157.033,-1825.06,530.223,588.092,-1942.08,618.396,690.219,-1772.59,689.324,661.468,-1601.38,845.884,444.202,-1543.56,817.471,404.439,-2012.93,467.334,638.287,-2110.2,404.096,310.507,-2075.3,364.538,243.797,-1937.27,236.309,175.144,-1880.13,261.775,238.524,-1900.68,195.61,212.087,-1794.47,87.2311,204.347,-1742.02,108.873,322.813,-1786.42,214.554,310.22
1375,0,-1347.76,891.435,-7.66226,-1380.49,-609.938,5.84623,-725.063,23.7608,241.527,-2024.33,717.08,213.457,-1822.52,559.111,156.628,-1821.44,533.599,587.938,-1937.63,622.363,691.042,-1766,690.414,662.267,-1593.21,850.546,449.19,-1532.9,820.652,408.646,-2011.31,473.871,637.959,-2110.47,416.155,309.794,-2078.83,377.102,241.403,-1947.37,246.309,165.246,-1888.73,266.004,229.852,-1913.21,202.419,200.622,-1813.82,88.4308,188.123,-1761.09,101.322,307.854,-1798.51,210.044,299.798
1376,0,-1347.78,891.44,-7.63937,-1380.45,-609.939,5.83147,-758.922,37.9085,225.974,-2016.16,724.042,213.684,-1819.73,563.839,156.483,-1818.25,535.715,588.059,-1931.4,627.801,690.554,-1759.31,691.599,663.108,-1583.42,854.307,454.102,-1523.95,825.701,413.426,-2009.05,481.1,637.142,-2111.25,428.801,308.86,-2082.53,390.628,239.259,-1958.13,257.521,155.641,-1898.65,270.911,221.507,-1926.82,210.483,189.349,-1835.24,91.1068,171.715,-1782.23,94.7317,291.845,-1812.38,206.037,288.911
1377,0,-1347.78,891.45,-7.66128,-1380.45,-609.966,5.83721,-792.469,52.0303,211.25,-2007.51,731.202,214.028,-1815.94,568.365,156.585,-1814.75,539.031,588.204,-1925.72,632.945,690.702,-1752.33,692.897,663.976,-1574.02,858.596,459.096,-1514.67,830.858,418.028,-2006.86,488.711,636.456,-2111.64,442.269,308.621,-2086.31,405.084,237.418,-1969.39,269.894,146.653,-1909.15,276.99,213.099,-1941.2,219.942,178.425,-1858.03,95.5412,155.234,-1805.43,90.056,275.573,-1828.02,203.033,277.871
1378,0,-1347.76,891.432,-7.68085,-1380.47,-609.959,5.86796,-825.718,66.0554,197.801,-1998.38,738.533,214.495,-1811.17,572.697,156.902,-1811.36,541.4,588.991,-1919.75,638.308,690.96,-1745.2,694.492,664.969,-1565.54,863.726,464.359,-1505.72,836.378,422.732,-2004.78,496.682,635.861,-2112.43,456.668,308.159,-2090.07,420.423,235.927,-1980.99,283.363,138.574,-1920.73,284.258,205.376,-1956.22,230.766,168.36,-1881.98,102.119,139.192,-1830.36,87.1941,259.316,-1844.63,201.417,266.743
1379,0,-1347.78,891.44,-7.66027,-1380.43,-609.966,5.83574,-858.674,79.9154,186.035,-1988.77,746.005,215.091,-1805.58,576.907,157.388,-1807.75,545.337,589.198,-1913.65,644.169,691.091,-1737.9,696.376,665.942,-1556.2,868.596,469.142,-1496.53,842.281,427.137,-2002.45,505.152,635.133,-2113.21,471.902,307.979,-2093.72,436.574,234.829,-1992.68,297.907,131.53,-1932.43,292.555,197.905,-1971.66,243.062,159.365,-1906.69,110.786,124.15,-1856.26,87.0392,243.613,-1862.43,201.577,255.982
1380,0,-1347.77,891.434,-7.64173,-1380.43,-609.95,5.83451,-891.345,93.5454,176.314,-1978.71,753.594,215.816,-1799.15,581.044,157.968,-1804.08,549.404,589.355,-1907.34,649.943,691.46,-1730.43,698.413,666.852,-1547.84,874.293,474.161,-1487.9,848.79,431.313,-1999.82,514.122,634.525,-2114.13,487.884,308.09,-2097.11,453.448,234.159,-2004.17,313.506,125.559,-1944.69,302.351,191.571,-1987.07,256.806,151.696,-1933.08,121.352,112.353,-1883.86,89.8032,230.021,-1880.61,204.039,246.024
1381,0,-1347.78,891.432,-7.65375,-1380.43,-609.969,5.83251,-923.729,106.885,168.944,-1968.2,761.275,216.668,-1792.38,585.037,158.651,-1800.23,553.588,589.787,-1900.77,656.291,691.859,-1722.71,700.931,667.686,-1538.98,879.773,478.502,-1478.86,855.129,434.989,-1997.08,523.557,634.121,-2114.77,504.588,308.498,-2100.11,470.933,233.939,-2015.13,330.1,120.661,-1956.42,313.572,185.93,-2002.37,272.159,145.376,-1958.97,134.082,102.59,-1911.89,95.8923,219.015,-1900.09,209.071,238.163
1382,0,-1347.78,891.432,-7.65662,-1380.43,-609.961,5.83368,-955.824,119.881,164.167,-1957.27,769.03,217.637,-1785.42,588.853,159.361,-1796.1,558.089,590.049,-1893.76,663.039,692.239,-1714.81,703.548,668.588,-1531.29,885.581,482.822,-1470.7,861.974,438.372,-1994.07,533.542,633.945,-2115.12,521.861,309.274,-2102.56,488.913,234.173,-2025.12,347.54,116.848,-1967.39,325.981,181.316,-2016.38,288.83,140.87,-1983.89,148.997,95.078,-1939.57,105.363,210.804,-1919.45,216.883,231.985
1383,0,-1347.78,891.443,-7.67482,-1380.41,-609.967,5.81867,-987.624,132.486,162.159,-1945.97,776.845,218.71,-1778.04,594.271,159.753,-1791.68,562.901,590.677,-1886.61,670.125,692.659,-1706.55,706.458,669.375,-1523.18,891.912,486.381,-1462.89,869.447,441.478,-1990.84,544.083,634.159,-2114.6,539.525,310.463,-2104.34,507.132,234.849,-2033.76,365.635,114.182,-1977.38,339.611,178.16,-2029.08,306.593,137.793,-2006.99,165.46,90.0873,-1966.27,117.285,205.221,-1938.17,226.707,227.919
1384,0,-1347.8,891.447,-7.62655,-1380.44,-609.955,5.85014,-1019.12,144.662,163.016,-1934.32,784.709,219.861,-1771.1,597.048,160.536,-1787.12,568.088,591.3,-1878.96,677.824,693.068,-1698.03,709.62,670.025,-1515.24,898.333,489.707,-1455.09,877.27,444.018,-1986.99,555.303,634.46,-2113.32,557.545,311.85,-2105.12,525.577,236.013,-2040.4,383.999,112.742,-1985.71,354.138,176.418,-2039.47,324.987,136.258,-2027.54,183.589,86.7624,-1990.47,131.45,201.509,-1954.45,238.499,225.046
1385,0,-1347.77,891.455,-7.64587,-1380.42,-609.965,5.83229,-1050.3,156.38,166.748,-1922.4,792.621,221.06,-1763.57,601.164,161.274,-1782.13,574.018,592.027,-1871.11,685.685,693.528,-1689.1,713.148,670.589,-1507.63,905.18,492.442,-1447.2,884.842,445.948,-1982.76,566.845,635.036,-2111.95,575.401,313.977,-2104.89,543.857,237.634,-2044.9,402.407,112.732,-1991.73,369.333,175.953,-2047.21,343.663,136.069,-2044.65,202.511,84.9435,-2010.88,147.027,199.237,-1968,251.237,223.585
1386,0,-1347.78,891.453,-7.62979,-1380.42,-609.948,5.82231,-1081.14,167.622,173.274,-1910.27,800.584,222.265,-1755.88,605.314,162.218,-1776.54,580.307,592.873,-1862.86,693.863,693.978,-1680.45,717.569,671.205,-1499.66,912.084,494.569,-1439.88,892.897,447.518,-1978.02,578.706,635.781,-2109.49,593.114,316.043,-2103.6,561.778,239.06,-2046.62,420.687,113.794,-1995.47,384.491,176.997,-2051.87,361.988,137.041,-2057.3,221.768,84.1676,-2026.54,163.282,197.894,-1978.07,264.574,223.472
1387,0,-1347.78,891.457,-7.64286,-1380.46,-609.96,5.83609,-1111.63,178.382,182.411,-1898,808.611,223.418,-1747.68,611.152,163.009,-1771,586.574,593.577,-1854.45,702.545,694.439,-1672.29,722.663,671.743,-1492.45,919.514,496.325,-1432.65,901,448.52,-1972.35,590.69,636.548,-2105.94,610.445,318.204,-2100.27,579.086,241.633,-2045.58,438.344,115.791,-1995.88,399.754,178.672,-2053.46,379.62,139,-2065.34,240.674,84.3911,-2036.77,179.395,197.155,-1983.59,278.159,223.65
1388,0,-1347.78,891.459,-7.63625,-1380.44,-609.97,5.84221,-1141.75,188.668,193.868,-1885.7,816.73,224.467,-1739.74,616.272,164.17,-1764.73,593.741,594.219,-1845.47,711.829,694.784,-1660.87,725.912,671.229,-1485.12,926.616,497.495,-1425.31,909.411,448.523,-1965.98,602.791,637.61,-2101.05,627.098,320.234,-2095.75,595.474,243.853,-2041.8,454.954,118.355,-1993.86,414.385,181.421,-2051.5,396.335,141.358,-2068.58,258.746,85.3262,-2041.39,195.104,196.669,-1984.85,291.341,224.591
1389,0,-1347.8,891.453,-7.64347,-1380.43,-609.966,5.83905,-1171.46,198.502,207.24,-1873.43,824.974,225.348,-1731.95,621.421,165.09,-1758.26,601.246,594.927,-1836.43,721.207,695.08,-1653,733.27,671.734,-1477.47,934.406,497.781,-1418.31,917.695,448.286,-1958.95,614.812,638.564,-2094.93,642.825,322.2,-2089.26,610.955,245.709,-2035.27,470.417,121.368,-1988.57,428.607,184.677,-2046.27,411.802,144.218,-2067.06,275.403,86.7436,-2041.47,209.732,197.637,-1981.91,304.311,225.915
1390,0,-1347.76,891.415,-7.66039,-1380.41,-609.959,5.82119,-1200.75,207.921,221.996,-1861.43,833.402,226.001,-1723.69,627.946,165.557,-1750.96,609.569,595.555,-1827,730.932,695.375,-1641.82,738.633,671.793,-1470.05,942.445,497.468,-1410.74,925.996,446.923,-1951.3,626.707,639.467,-2087.69,657.62,323.61,-2081.3,625.302,247.206,-2026.17,484.583,124.516,-1980.45,442.139,187.904,-2038.15,425.979,147.504,-2061,290.349,89.2434,-2036.44,223.325,199.837,-1975.21,316.919,228.572
1391,0,-1347.79,891.435,-7.64317,-1380.46,-609.95,5.84894,-1229.58,216.979,237.475,-1849.62,842.093,226.525,-1715.53,634.022,166.139,-1742.98,618.684,596.133,-1817.49,740.972,695.448,-1632.03,746.07,672.081,-1462.69,950.484,496.202,-1404.15,934.815,444.95,-1942.93,638.578,640.02,-2079.21,671.469,324.187,-2071.86,638.528,248.167,-2014.63,497.335,127.625,-1969.5,454.955,191.492,-2027.06,438.859,150.947,-2050.67,303.437,92.8002,-2026.31,236.29,203.068,-1964.71,329.291,232.017
1392,0,-1347.78,891.45,-7.65494,-1380.42,-609.953,5.82506,-1258.93,226.534,251.945,-1838.12,850.839,226.729,-1707.07,641.043,166.336,-1734.62,627.798,596.728,-1807.77,751.196,695.192,-1621.19,753.686,672.107,-1454.1,958.35,493.637,-1397.78,943.939,442.061,-1934.81,649.801,640.46,-2069.49,684.343,323.77,-2061.2,650.357,248.629,-2000.89,508.633,130.782,-1956.03,466.833,195.261,-2013.28,450.377,154.644,-2036.79,314.507,97.3605,-2012.43,248.22,208.301,-1950.99,341.288,236.492
1393,0,-1347.77,891.435,-7.62261,-1380.45,-609.967,5.8583,-1287.1,235.648,266.884,-1826.93,859.704,226.611,-1697.95,648.53,166.21,-1725.74,637.344,597.07,-1798.1,761.714,694.803,-1613.23,764.746,672.58,-1447.91,968.19,490.953,-1390.57,952.568,438.232,-1925.94,662.678,638.757,-2058.59,696.171,322.355,-2049.1,660.999,248.197,-1985.46,518.057,134.787,-1940.32,477.786,199.203,-1996.98,460.441,158.61,-2019.59,323.621,103.137,-1994.6,258.767,214.392,-1934.26,352.701,242.135
1394,0,-1347.78,891.452,-7.62156,-1380.44,-609.965,5.84354,-1314.33,244.655,281.273,-1816.07,868.606,226.092,-1688.22,656.975,165.496,-1716.16,647.607,596.908,-1788.32,772.146,693.961,-1601.42,773.385,671.97,-1440.82,977.894,487.151,-1384.12,962.044,433.611,-1915.67,672.269,639.103,-2046.62,706.858,320.035,-2035.44,670.566,246.702,-1968.57,525.425,140.041,-1922.44,487.68,203.62,-1978.79,469.037,162.97,-1999.18,331.148,109.396,-1973.97,268.299,221.851,-1914.88,363.374,248.079
1395,0,-1347.79,891.436,-7.62333,-1380.41,-609.965,5.81505,-1340.21,253.515,294.91,-1805.54,877.495,225.102,-1678.66,665.055,164.952,-1705.78,658.335,596.433,-1778.61,782.95,692.729,-1591.45,784.427,671.445,-1433.93,988.204,482.459,-1377.46,971.899,428.094,-1906.03,683.328,637.522,-2033.71,716.293,316.95,-2020.24,678.957,244.305,-1950.06,531.032,146.154,-1902.96,496.466,208.556,-1958.4,476.244,167.793,-1975.91,337.272,116.04,-1950.76,276.483,229.678,-1893,373.075,254.66
1396,0,-1347.78,891.442,-7.65064,-1380.47,-609.966,5.86534,-1364.27,262.159,307.676,-1795.33,886.322,223.577,-1667.91,673.785,163.326,-1695.13,669.295,595.392,-1768.81,793.842,690.954,-1581.42,796.359,670.573,-1427.15,999.148,476.848,-1371.28,982.206,421.769,-1895.87,693.261,636.077,-2019.99,724.365,313.243,-2003.64,685.938,241.364,-1929.57,535.438,152.284,-1881.8,504.254,214.252,-1936.06,482.163,173,-1950.74,341.945,123.548,-1925.47,283.584,238.414,-1869.68,381.506,262.211
1397,0,-1347.79,891.439,-7.63276,-1380.43,-609.962,5.8323,-1386,270.494,319.528,-1785.43,895.044,221.466,-1657.6,682.631,161.883,-1684.07,681.083,594.267,-1759.32,805.063,688.784,-1571.04,808.853,668.997,-1420.5,1010.56,470.309,-1365.7,992.985,414.819,-1885.3,703.019,634.13,-2005.49,730.977,309.004,-1985.81,691.257,238.258,-1906.74,539.252,157.504,-1858.73,511.614,220.155,-1912.01,486.909,178.627,-1922.78,345.438,131.604,-1897.89,289.662,247.613,-1845.17,388.984,270.942
1398,0,-1347.79,891.458,-7.6538,-1380.47,-609.957,5.87193,-1404.84,278.409,330.484,-1775.84,903.623,218.732,-1646.15,692.277,159.616,-1672.55,692.849,592.792,-1749.65,816.399,685.926,-1562.92,823.924,667.329,-1414.19,1022.49,462.811,-1360.15,1004.09,406.819,-1874.64,712.375,631.97,-1990.19,736.036,304.27,-1966.93,694.762,235.2,-1881.42,542.906,161.166,-1834.86,517.697,226.703,-1886.48,490.491,184.756,-1892.64,347.718,140.555,-1868.8,294.966,258.271,-1818.84,396.404,280.187
1399,0,-1347.6,891.383,-7.58866,-1380.42,-609.96,5.82732,-1420.21,285.778,340.613,-1766.58,912.036,215.362,-1634.45,702.069,156.968,-1661.04,705.087,590.685,-1740.4,828.218,682.596,-1551.49,837.054,664.437,-1408.14,1035,454.44,-1355.2,1015.54,398.085,-1863.4,721.74,629.082,-1973.92,739.485,298.958,-1947.12,696.499,232.105,-1853.81,546.438,163.27,-1809.95,523.029,233.803,-1859.73,492.969,191.369,-1860.46,349.032,150.336,-1837.61,299.822,270.083,-1791.26,403.426,290.544
1400,0,-1347.11,891.028,-7.81856,-1380.46,-609.954,5.84438,-1431.56,292.47,350.028,-1757.71,920.273,211.394,-1623.15,711.899,154.003,-1648.64,717.866,588.202,-1731.23,840.147,678.68,-1542.01,852.622,661.387,-1402.58,1047.96,445.39,-1350.35,1027.42,388.738,-1852.01,730.711,625.825,-1956.73,741.195,293.22,-1926.4,696.685,228.687,-1824.75,549.261,164.831,-1784.35,527.55,241.038,-1831.78,494.428,198.175,-1826.66,349.299,161.505,-1804.36,304.401,282.581,-1762.18,410.02,300.978
1401,0,-1347.12,891.009,-7.81118,-1380.44,-609.963,5.84574,-1438.33,298.349,358.871,-1749.03,928.325,206.734,-1611.06,721.391,149.916,-1636.38,730.859,585.184,-1722.12,852.216,674.391,-1532.43,868.646,657.833,-1397.53,1061.29,435.592,-1346.9,1038.41,379.008,-1840.35,739.298,622.222,-1938.46,741.112,287.119,-1904.8,695.35,225.079,-1795.76,550.012,168.132,-1756.94,531.17,247.391,-1802.64,494.692,204.978,-1791.27,348.329,173.654,-1769.45,308.247,296.149,-1732.42,416.048,312.489
1402,0,-1347.11,891.04,-7.7933,-1380.44,-609.965,5.84379,-1440,303.284,367.301,-1741.1,936.222,201.764,-1594.15,730.592,147.932,-1623.31,744.492,581.977,-1713.27,864.313,669.781,-1523.74,885.72,653.808,-1392.78,1074.59,425.273,-1342.85,1050.36,368.738,-1828.48,747.61,618.318,-1919.12,739.296,280.814,-1882.22,692.226,221.512,-1767.7,547.832,174.397,-1729.92,533.744,254.748,-1772.68,493.854,212.612,-1754.24,346.687,186.641,-1733.06,311.587,311.209,-1700.7,421.679,324.115
